"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"","","","","","onleavebackward","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onleavebackward","text/html","301","Moved Permanently","Non-Indexable","Redirected","","81","","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onleavebackward"
"","","","","","onsynccomplete","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onsynccomplete","text/html","301","Moved Permanently","Non-Indexable","Redirected","","80","","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onsynccomplete"
"","","","","","onupdate","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onupdate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onupdate"
"","","","","","onenterbackward","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onenterbackward","text/html","301","Moved Permanently","Non-Indexable","Redirected","","81","","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onenterbackward"
"","","","","","onenter","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onenter","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onenter"
"","","","","","onleave/","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onleave/","text/html; charset=utf-8","200","OK","Indexable","","a09d83e05d905700f9ba794c098c2da9","74","","https://animejs.com/documentation/scroll/scrollobserver-callbacks/onleave/"
"","","","","scrollobserver-settings/","","7","https://animejs.com/documentation/scroll/scrollobserver-settings/","text/html; charset=utf-8","200","OK","Indexable","","4835cb80b244c06d361460804719519b","65","","https://animejs.com/documentation/scroll/scrollobserver-settings/"
"","","","","","container","1","https://animejs.com/documentation/scroll/scrollobserver-settings/container","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/scroll/scrollobserver-settings/container"
"","","","","","axis","1","https://animejs.com/documentation/scroll/scrollobserver-settings/axis","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/scroll/scrollobserver-settings/axis"
"","","","","","repeat","1","https://animejs.com/documentation/scroll/scrollobserver-settings/repeat","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/scroll/scrollobserver-settings/repeat"
"","","","","","debug","1","https://animejs.com/documentation/scroll/scrollobserver-settings/debug","text/html","301","Moved Permanently","Non-Indexable","Redirected","","70","","https://animejs.com/documentation/scroll/scrollobserver-settings/debug"
"","","","","","target","1","https://animejs.com/documentation/scroll/scrollobserver-settings/target","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/scroll/scrollobserver-settings/target"
"","","","","","container/","1","https://animejs.com/documentation/scroll/scrollobserver-settings/container/","text/html; charset=utf-8","200","OK","Indexable","","ecf028352f5485280693e38d65aeef4a","75","","https://animejs.com/documentation/scroll/scrollobserver-settings/container/"
"","","","","scrollobserver-callbacks","","1","https://animejs.com/documentation/scroll/scrollobserver-callbacks","text/html","301","Moved Permanently","Non-Indexable","Redirected","","65","","https://animejs.com/documentation/scroll/scrollobserver-callbacks"
"","","","","scrollobserver-thresholds/","","6","","","","","","","","","",""
"","","","","","positions-shorthands","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds/positions-shorthands","text/html","301","Moved Permanently","Non-Indexable","Redirected","","87","","https://animejs.com/documentation/scroll/scrollobserver-thresholds/positions-shorthands"
"","","","","","relative-position-values","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds/relative-position-values","text/html","301","Moved Permanently","Non-Indexable","Redirected","","91","","https://animejs.com/documentation/scroll/scrollobserver-thresholds/relative-position-values"
"","","","","","min-max","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds/min-max","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/scroll/scrollobserver-thresholds/min-max"
"","","","","","numeric-values","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds/numeric-values","text/html","301","Moved Permanently","Non-Indexable","Redirected","","81","","https://animejs.com/documentation/scroll/scrollobserver-thresholds/numeric-values"
"","","","","","relative-position-values/","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds/relative-position-values/","text/html; charset=utf-8","200","OK","Indexable","","bb9890ccce5267a273da89e76fd16781","92","","https://animejs.com/documentation/scroll/scrollobserver-thresholds/relative-position-values/"
"","","","","","positions-shorthands/","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds/positions-shorthands/","text/html; charset=utf-8","200","OK","Indexable","","df6ab8a662799b009d633c5cb8dad165","88","","https://animejs.com/documentation/scroll/scrollobserver-thresholds/positions-shorthands/"
"","","","","scrollobserver-methods/","","4","","","","","","","","","",""
"","","","","","revert","1","https://animejs.com/documentation/scroll/scrollobserver-methods/revert","text/html","301","Moved Permanently","Non-Indexable","Redirected","","70","","https://animejs.com/documentation/scroll/scrollobserver-methods/revert"
"","","","","","link","1","https://animejs.com/documentation/scroll/scrollobserver-methods/link","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/scroll/scrollobserver-methods/link"
"","","","","","refresh","1","https://animejs.com/documentation/scroll/scrollobserver-methods/refresh","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/scroll/scrollobserver-methods/refresh"
"","","","","","revert/","1","https://animejs.com/documentation/scroll/scrollobserver-methods/revert/","text/html; charset=utf-8","200","OK","Indexable","","7806dc4455c181c2bd4dfedacc130afe","71","","https://animejs.com/documentation/scroll/scrollobserver-methods/revert/"
"","","","","scrollobserver-methods","","1","https://animejs.com/documentation/scroll/scrollobserver-methods","text/html","301","Moved Permanently","Non-Indexable","Redirected","","63","","https://animejs.com/documentation/scroll/scrollobserver-methods"
"","","","","scrollobserver-synchronisation-modes/","","4","","","","","","","","","",""
"","","","","","method-names","1","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/method-names","text/html","301","Moved Permanently","Non-Indexable","Redirected","","90","","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/method-names"
"","","","","","eased-scroll","1","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/eased-scroll","text/html","301","Moved Permanently","Non-Indexable","Redirected","","90","","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/eased-scroll"
"","","","","","smooth-scroll","1","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/smooth-scroll","text/html","301","Moved Permanently","Non-Indexable","Redirected","","91","","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/smooth-scroll"
"","","","","","playback-progress","1","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/playback-progress","text/html","301","Moved Permanently","Non-Indexable","Redirected","","95","","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes/playback-progress"
"","","","","scrollobserver-synchronisation-modes","","1","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes","text/html","301","Moved Permanently","Non-Indexable","Redirected","","77","","https://animejs.com/documentation/scroll/scrollobserver-synchronisation-modes"
"","","","","scrollobserver-properties","","1","https://animejs.com/documentation/scroll/scrollobserver-properties","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/scroll/scrollobserver-properties"
"","","","","scrollobserver-thresholds","","1","https://animejs.com/documentation/scroll/scrollobserver-thresholds","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/scroll/scrollobserver-thresholds"
"","","","stagger/","","","25","https://animejs.com/documentation/stagger/","text/html; charset=utf-8","200","OK","Indexable","","9477f24b68551006f25380fa40016a19","42","","https://animejs.com/documentation/stagger/"
"","","","","stagger-value-types","","1","https://animejs.com/documentation/stagger/stagger-value-types","text/html","301","Moved Permanently","Non-Indexable","Redirected","","61","","https://animejs.com/documentation/stagger/stagger-value-types"
"","","","","stagger-parameters/","","14","https://animejs.com/documentation/stagger/stagger-parameters/","text/html; charset=utf-8","200","OK","Indexable","","609ff2362ebafa4bfcd69adfd77058fb","61","","https://animejs.com/documentation/stagger/stagger-parameters/"
"","","","","","stagger-ease","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-ease","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-ease"
"","","","","","stagger-use","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-use","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-use"
"","","","","","stagger-grid","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-grid","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-grid"
"","","","","","stagger-start","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-start","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-start"
"","","","","","stagger-reversed","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-reversed","text/html","301","Moved Permanently","Non-Indexable","Redirected","","77","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-reversed"
"","","","","","stagger-total","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-total","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-total"
"","","","","","stagger-modifier","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-modifier","text/html","301","Moved Permanently","Non-Indexable","Redirected","","77","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-modifier"
"","","","","","stagger-grid-axis","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-grid-axis","text/html","301","Moved Permanently","Non-Indexable","Redirected","","78","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-grid-axis"
"","","","","","stagger-from","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-from","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-from"
"","","","","","stagger-start/","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-start/","text/html; charset=utf-8","200","OK","Indexable","","22fa632ff8c6741f072b0660c0b752b2","75","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-start/"
"","","","","","stagger-grid/","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-grid/","text/html; charset=utf-8","200","OK","Indexable","","db395791cbd2ab8db98814b4776464db","74","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-grid/"
"","","","","","stagger-use/","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-use/","text/html; charset=utf-8","200","OK","Indexable","","1318a186981eae8346c5db37759e62b2","73","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-use/"
"","","","","","stagger-ease/","1","https://animejs.com/documentation/stagger/stagger-parameters/stagger-ease/","text/html; charset=utf-8","200","OK","Indexable","","9f1c79dc092cafaf8e98b2032b6194d0","74","","https://animejs.com/documentation/stagger/stagger-parameters/stagger-ease/"
"","","","","values-staggering","","1","https://animejs.com/documentation/stagger/values-staggering","text/html","301","Moved Permanently","Non-Indexable","Redirected","","59","","https://animejs.com/documentation/stagger/values-staggering"
"","","","","time-staggering","","1","https://animejs.com/documentation/stagger/time-staggering","text/html","301","Moved Permanently","Non-Indexable","Redirected","","57","","https://animejs.com/documentation/stagger/time-staggering"
"","","","","stagger-parameters","","1","https://animejs.com/documentation/stagger/stagger-parameters","text/html","301","Moved Permanently","Non-Indexable","Redirected","","60","","https://animejs.com/documentation/stagger/stagger-parameters"
"","","","","stagger-value-types/","","3","https://animejs.com/documentation/stagger/stagger-value-types/","text/html; charset=utf-8","200","OK","Indexable","","c48b78e55148adc3aecbe857a113e9a","62","","https://animejs.com/documentation/stagger/stagger-value-types/"
"","","","","","range-value","1","https://animejs.com/documentation/stagger/stagger-value-types/range-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/stagger/stagger-value-types/range-value"
"","","","","","numerical-value","1","https://animejs.com/documentation/stagger/stagger-value-types/numerical-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","77","","https://animejs.com/documentation/stagger/stagger-value-types/numerical-value"
"","","","","timeline-positions-staggering","","1","https://animejs.com/documentation/stagger/timeline-positions-staggering","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/stagger/timeline-positions-staggering"
"","","","","time-staggering/","","1","https://animejs.com/documentation/stagger/time-staggering/","text/html; charset=utf-8","200","OK","Indexable","","d1054af192a508c0c278e8e97c09673","58","","https://animejs.com/documentation/stagger/time-staggering/"
"","","","","values-staggering/","","1","https://animejs.com/documentation/stagger/values-staggering/","text/html; charset=utf-8","200","OK","Indexable","","53b0a03dc292ccb75f8ca58d752f7f4c","60","","https://animejs.com/documentation/stagger/values-staggering/"
"","","","animation/","","","94","","","","","","","","","",""
"","","","","animation-methods/","","19","https://animejs.com/documentation/animation/animation-methods/","text/html; charset=utf-8","200","OK","Indexable","","5aa77403f527cbf4a0c8a500d76466ad","62","","https://animejs.com/documentation/animation/animation-methods/"
"","","","","","seek","1","https://animejs.com/documentation/animation/animation-methods/seek","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/animation/animation-methods/seek"
"","","","","","complete","1","https://animejs.com/documentation/animation/animation-methods/complete","text/html","301","Moved Permanently","Non-Indexable","Redirected","","70","","https://animejs.com/documentation/animation/animation-methods/complete"
"","","","","","restart","1","https://animejs.com/documentation/animation/animation-methods/restart","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animation/animation-methods/restart"
"","","","","","pause","1","https://animejs.com/documentation/animation/animation-methods/pause","text/html","301","Moved Permanently","Non-Indexable","Redirected","","67","","https://animejs.com/documentation/animation/animation-methods/pause"
"","","","","","alternate","1","https://animejs.com/documentation/animation/animation-methods/alternate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/animation/animation-methods/alternate"
"","","","","","refresh","1","https://animejs.com/documentation/animation/animation-methods/refresh","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animation/animation-methods/refresh"
"","","","","","cancel","1","https://animejs.com/documentation/animation/animation-methods/cancel","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/animation/animation-methods/cancel"
"","","","","","revert","1","https://animejs.com/documentation/animation/animation-methods/revert","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/animation/animation-methods/revert"
"","","","","","reverse","1","https://animejs.com/documentation/animation/animation-methods/reverse","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animation/animation-methods/reverse"
"","","","","","stretch","1","https://animejs.com/documentation/animation/animation-methods/stretch","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animation/animation-methods/stretch"
"","","","","","play","1","https://animejs.com/documentation/animation/animation-methods/play","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/animation/animation-methods/play"
"","","","","","resume","1","https://animejs.com/documentation/animation/animation-methods/resume","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/animation/animation-methods/resume"
"","","","","","refresh/","1","https://animejs.com/documentation/animation/animation-methods/refresh/","text/html; charset=utf-8","200","OK","Indexable","","e211654afa33d7e80ca9f67bbc02c2b1","70","","https://animejs.com/documentation/animation/animation-methods/refresh/"
"","","","","","alternate/","1","https://animejs.com/documentation/animation/animation-methods/alternate/","text/html; charset=utf-8","200","OK","Indexable","","7c6999e8a2648bdd4d1e27d2575b3517","72","","https://animejs.com/documentation/animation/animation-methods/alternate/"
"","","","","","pause/","1","https://animejs.com/documentation/animation/animation-methods/pause/","text/html; charset=utf-8","200","OK","Indexable","","423610dc4159d62244db9123b46e6908","68","","https://animejs.com/documentation/animation/animation-methods/pause/"
"","","","","","restart/","1","https://animejs.com/documentation/animation/animation-methods/restart/","text/html; charset=utf-8","200","OK","Indexable","","664b9840272effea00185f79334f3a93","70","","https://animejs.com/documentation/animation/animation-methods/restart/"
"","","","","","complete/","1","https://animejs.com/documentation/animation/animation-methods/complete/","text/html; charset=utf-8","200","OK","Indexable","","934538e69ea5f45dd7958916c46f2165","71","","https://animejs.com/documentation/animation/animation-methods/complete/"
"","","","","","seek/","1","https://animejs.com/documentation/animation/animation-methods/seek/","text/html; charset=utf-8","200","OK","Indexable","","822567cc3cf004aeb1a3ea735b80e9f2","67","","https://animejs.com/documentation/animation/animation-methods/seek/"
"","","","","animation-playback-settings/","","14","","","","","","","","","",""
"","","","","","delay","1","https://animejs.com/documentation/animation/animation-playback-settings/delay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","77","","https://animejs.com/documentation/animation/animation-playback-settings/delay"
"","","","","","autoplay","1","https://animejs.com/documentation/animation/animation-playback-settings/autoplay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","80","","https://animejs.com/documentation/animation/animation-playback-settings/autoplay"
"","","","","","framerate","1","https://animejs.com/documentation/animation/animation-playback-settings/framerate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","81","","https://animejs.com/documentation/animation/animation-playback-settings/framerate"
"","","","","","alternate","1","https://animejs.com/documentation/animation/animation-playback-settings/alternate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","81","","https://animejs.com/documentation/animation/animation-playback-settings/alternate"
"","","","","","playbackease","1","https://animejs.com/documentation/animation/animation-playback-settings/playbackease","text/html","301","Moved Permanently","Non-Indexable","Redirected","","84","","https://animejs.com/documentation/animation/animation-playback-settings/playbackease"
"","","","","","loop","1","https://animejs.com/documentation/animation/animation-playback-settings/loop","text/html","301","Moved Permanently","Non-Indexable","Redirected","","76","","https://animejs.com/documentation/animation/animation-playback-settings/loop"
"","","","","","reversed","1","https://animejs.com/documentation/animation/animation-playback-settings/reversed","text/html","301","Moved Permanently","Non-Indexable","Redirected","","80","","https://animejs.com/documentation/animation/animation-playback-settings/reversed"
"","","","","","playback-loopdelay","1","https://animejs.com/documentation/animation/animation-playback-settings/playback-loopdelay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","90","","https://animejs.com/documentation/animation/animation-playback-settings/playback-loopdelay"
"","","","","","playbackrate","1","https://animejs.com/documentation/animation/animation-playback-settings/playbackrate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","84","","https://animejs.com/documentation/animation/animation-playback-settings/playbackrate"
"","","","","","duration","1","https://animejs.com/documentation/animation/animation-playback-settings/duration","text/html","301","Moved Permanently","Non-Indexable","Redirected","","80","","https://animejs.com/documentation/animation/animation-playback-settings/duration"
"","","","","","alternate/","1","https://animejs.com/documentation/animation/animation-playback-settings/alternate/","text/html; charset=utf-8","200","OK","Indexable","","86f383f9b2ab6b57c8118f07280cfaa2","82","","https://animejs.com/documentation/animation/animation-playback-settings/alternate/"
"","","","","","framerate/","1","https://animejs.com/documentation/animation/animation-playback-settings/framerate/","text/html; charset=utf-8","200","OK","Indexable","","25d45eef1eb95becdd1b1bf20492a435","82","","https://animejs.com/documentation/animation/animation-playback-settings/framerate/"
"","","","","","autoplay/","1","https://animejs.com/documentation/animation/animation-playback-settings/autoplay/","text/html; charset=utf-8","200","OK","Indexable","","fa99911352314b23219598e4ef25d3e1","81","","https://animejs.com/documentation/animation/animation-playback-settings/autoplay/"
"","","","","","delay/","1","https://animejs.com/documentation/animation/animation-playback-settings/delay/","text/html; charset=utf-8","200","OK","Indexable","","a0ec893c03dc1b7f312687f617c811a6","78","","https://animejs.com/documentation/animation/animation-playback-settings/delay/"
"","","","","targets/","","6","https://animejs.com/documentation/animation/targets/","text/html; charset=utf-8","200","OK","Indexable","","5cd58f74d287b4a284ce48e1b1e0a38e","52","","https://animejs.com/documentation/animation/targets/"
"","","","","","dom-elements","1","https://animejs.com/documentation/animation/targets/dom-elements","text/html","301","Moved Permanently","Non-Indexable","Redirected","","64","","https://animejs.com/documentation/animation/targets/dom-elements"
"","","","","","javascript-objects","1","https://animejs.com/documentation/animation/targets/javascript-objects","text/html","301","Moved Permanently","Non-Indexable","Redirected","","70","","https://animejs.com/documentation/animation/targets/javascript-objects"
"","","","","","array-of-targets","1","https://animejs.com/documentation/animation/targets/array-of-targets","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/animation/targets/array-of-targets"
"","","","","","css-selector","1","https://animejs.com/documentation/animation/targets/css-selector","text/html","301","Moved Permanently","Non-Indexable","Redirected","","64","","https://animejs.com/documentation/animation/targets/css-selector"
"","","","","","dom-elements/","1","https://animejs.com/documentation/animation/targets/dom-elements/","text/html; charset=utf-8","200","OK","Indexable","","513519cf7ec7d4d5188fd2f36f68691c","65","","https://animejs.com/documentation/animation/targets/dom-elements/"
"","","","","animation-callbacks/","","11","https://animejs.com/documentation/animation/animation-callbacks/","text/html; charset=utf-8","200","OK","Indexable","","d227695807eb183ced15db9d15bab48a","64","","https://animejs.com/documentation/animation/animation-callbacks/"
"","","","","","oncomplete","1","https://animejs.com/documentation/animation/animation-callbacks/oncomplete","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/animation/animation-callbacks/oncomplete"
"","","","","","onloop","1","https://animejs.com/documentation/animation/animation-callbacks/onloop","text/html","301","Moved Permanently","Non-Indexable","Redirected","","70","","https://animejs.com/documentation/animation/animation-callbacks/onloop"
"","","","","","onupdate","1","https://animejs.com/documentation/animation/animation-callbacks/onupdate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/animation/animation-callbacks/onupdate"
"","","","","","onbegin","1","https://animejs.com/documentation/animation/animation-callbacks/onbegin","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/animation/animation-callbacks/onbegin"
"","","","","","onpause","1","https://animejs.com/documentation/animation/animation-callbacks/onpause","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/animation/animation-callbacks/onpause"
"","","","","","onrender","1","https://animejs.com/documentation/animation/animation-callbacks/onrender","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/animation/animation-callbacks/onrender"
"","","","","","onbeforeupdate","1","https://animejs.com/documentation/animation/animation-callbacks/onbeforeupdate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","78","","https://animejs.com/documentation/animation/animation-callbacks/onbeforeupdate"
"","","","","","then","1","https://animejs.com/documentation/animation/animation-callbacks/then","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/animation/animation-callbacks/then"
"","","","","","onloop/","1","https://animejs.com/documentation/animation/animation-callbacks/onloop/","text/html; charset=utf-8","200","OK","Indexable","","a6bcedc41fbf0ee6c5eee7ea3859484f","71","","https://animejs.com/documentation/animation/animation-callbacks/onloop/"
"","","","","","oncomplete/","1","https://animejs.com/documentation/animation/animation-callbacks/oncomplete/","text/html; charset=utf-8","200","OK","Indexable","","526567e0404e45ed287f3eafd5b86e25","75","","https://animejs.com/documentation/animation/animation-callbacks/oncomplete/"
"","","","","tween-parameters/","","10","","","","","","","","","",""
"","","","","","delay","1","https://animejs.com/documentation/animation/tween-parameters/delay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/animation/tween-parameters/delay"
"","","","","","from","1","https://animejs.com/documentation/animation/tween-parameters/from","text/html","301","Moved Permanently","Non-Indexable","Redirected","","65","","https://animejs.com/documentation/animation/tween-parameters/from"
"","","","","","duration","1","https://animejs.com/documentation/animation/tween-parameters/duration","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animation/tween-parameters/duration"
"","","","","","to","1","https://animejs.com/documentation/animation/tween-parameters/to","text/html","301","Moved Permanently","Non-Indexable","Redirected","","63","","https://animejs.com/documentation/animation/tween-parameters/to"
"","","","","","modifier","1","https://animejs.com/documentation/animation/tween-parameters/modifier","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animation/tween-parameters/modifier"
"","","","","","composition","1","https://animejs.com/documentation/animation/tween-parameters/composition","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/animation/tween-parameters/composition"
"","","","","","ease","1","https://animejs.com/documentation/animation/tween-parameters/ease","text/html","301","Moved Permanently","Non-Indexable","Redirected","","65","","https://animejs.com/documentation/animation/tween-parameters/ease"
"","","","","","duration/","1","https://animejs.com/documentation/animation/tween-parameters/duration/","text/html; charset=utf-8","200","OK","Indexable","","7b5046de58a170d48d8042510a978704","70","","https://animejs.com/documentation/animation/tween-parameters/duration/"
"","","","","","from/","1","https://animejs.com/documentation/animation/tween-parameters/from/","text/html; charset=utf-8","200","OK","Indexable","","ec9c46af80e71eb0cbab85b0708a43e4","66","","https://animejs.com/documentation/animation/tween-parameters/from/"
"","","","","","delay/","1","https://animejs.com/documentation/animation/tween-parameters/delay/","text/html; charset=utf-8","200","OK","Indexable","","36027ba8271fa1cb59b4186c573255a1","67","","https://animejs.com/documentation/animation/tween-parameters/delay/"
"","","","","tween-value-types","","1","https://animejs.com/documentation/animation/tween-value-types","text/html","301","Moved Permanently","Non-Indexable","Redirected","","61","","https://animejs.com/documentation/animation/tween-value-types"
"","","","","tween-value-types/","","12","https://animejs.com/documentation/animation/tween-value-types/","text/html; charset=utf-8","200","OK","Indexable","","c4d12c33f4ec31959bd23526e2fbd92","62","","https://animejs.com/documentation/animation/tween-value-types/"
"","","","","","unit-conversion-value","1","https://animejs.com/documentation/animation/tween-value-types/unit-conversion-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","83","","https://animejs.com/documentation/animation/tween-value-types/unit-conversion-value"
"","","","","","css-variable","1","https://animejs.com/documentation/animation/tween-value-types/css-variable","text/html","301","Moved Permanently","Non-Indexable","Redirected","","74","","https://animejs.com/documentation/animation/tween-value-types/css-variable"
"","","","","","color-value","1","https://animejs.com/documentation/animation/tween-value-types/color-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/animation/tween-value-types/color-value"
"","","","","","color-function-value","1","https://animejs.com/documentation/animation/tween-value-types/color-function-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","82","","https://animejs.com/documentation/animation/tween-value-types/color-function-value"
"","","","","","numerical-value","1","https://animejs.com/documentation/animation/tween-value-types/numerical-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","77","","https://animejs.com/documentation/animation/tween-value-types/numerical-value"
"","","","","","function-based","1","https://animejs.com/documentation/animation/tween-value-types/function-based","text/html","301","Moved Permanently","Non-Indexable","Redirected","","76","","https://animejs.com/documentation/animation/tween-value-types/function-based"
"","","","","","relative-value","1","https://animejs.com/documentation/animation/tween-value-types/relative-value","text/html","301","Moved Permanently","Non-Indexable","Redirected","","76","","https://animejs.com/documentation/animation/tween-value-types/relative-value"
"","","","","","color-function-value/","1","https://animejs.com/documentation/animation/tween-value-types/color-function-value/","text/html; charset=utf-8","200","OK","Indexable","","ddf104c52bcb39dcd802c808338b228b","83","","https://animejs.com/documentation/animation/tween-value-types/color-function-value/"
"","","","","","color-value/","1","https://animejs.com/documentation/animation/tween-value-types/color-value/","text/html; charset=utf-8","200","OK","Indexable","","efb5c4411f14031c2050921656b72901","74","","https://animejs.com/documentation/animation/tween-value-types/color-value/"
"","","","","","css-variable/","1","https://animejs.com/documentation/animation/tween-value-types/css-variable/","text/html; charset=utf-8","200","OK","Indexable","","9e982d570f4dee34b0566d5e5ff1629c","75","","https://animejs.com/documentation/animation/tween-value-types/css-variable/"
